2025-03-06 19:31:06,780 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2025-03-06 19:31:29,894 [DbCallbackExecutorService-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [API Usage][tb_core.3]: 1 entities
2025-03-06 19:31:29,895 [DbCallbackExecutorService-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [API Usage][tb_core.4]: 0 entities
2025-03-06 19:31:29,895 [DbCallbackExecutorService-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [API Usage][tb_core.1]: 0 entities
2025-03-06 19:31:29,895 [DbCallbackExecutorService-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [API Usage][tb_core.2]: 0 entities
2025-03-06 19:31:29,896 [DbCallbackExecutorService-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [API Usage][tb_core.0]: 0 entities
2025-03-06 19:31:29,896 [DbCallbackExecutorService-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [API Usage][tb_core.9]: 0 entities
2025-03-06 19:31:29,897 [DbCallbackExecutorService-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [API Usage][tb_core.7]: 0 entities
2025-03-06 19:31:29,897 [DbCallbackExecutorService-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [API Usage][tb_core.8]: 0 entities
2025-03-06 19:31:30,197 [device-state-0-1] INFO  o.t.s.s.s.DefaultDeviceStateService - [9] Initialized 1 out of 1 device states
2025-03-06 19:31:30,203 [device-state-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [Device State] Managing following partitions:
2025-03-06 19:31:30,204 [device-state-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [Device State][tb_core.5]: 0 entities
2025-03-06 19:31:30,210 [device-state-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [Device State][tb_core.6]: 0 entities
2025-03-06 19:31:30,212 [device-state-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [Device State][tb_core.3]: 0 entities
2025-03-06 19:31:30,216 [device-state-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [Device State][tb_core.4]: 0 entities
2025-03-06 19:31:30,220 [device-state-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [Device State][tb_core.1]: 0 entities
2025-03-06 19:31:30,221 [device-state-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [Device State][tb_core.2]: 0 entities
2025-03-06 19:31:30,222 [device-state-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [Device State][tb_core.0]: 0 entities
2025-03-06 19:31:30,222 [device-state-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [Device State][tb_core.9]: 1 entities
2025-03-06 19:31:30,223 [device-state-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [Device State][tb_core.7]: 0 entities
2025-03-06 19:31:30,223 [device-state-0-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [Device State][tb_core.8]: 0 entities
2025-03-06 19:31:30,234 [rule-dispatcher-0-3] INFO  o.t.s.d.s.i.s.SqlPartitioningRepository - Saving partition 1741219200000-1741824000000 for table lc_event
2025-03-06 19:31:30,582 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [Attributes] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2025-03-06 19:31:30,628 [rule-dispatcher-0-5] INFO  c.d.oss.driver.api.core.uuid.Uuids - PID obtained through JMX: 22
2025-03-06 19:31:30,634 [tb-rule-engine-consumer-60-thread-7 | QK(Main,TB_RULE_ENGINE,system)-9] INFO  o.t.s.s.q.r.TbRuleEngineQueueConsumerManager - [QK(Main,TB_RULE_ENGINE,system)] Failed to process [1] messages
2025-03-06 19:31:30,636 [tb-rule-engine-consumer-60-thread-7 | QK(Main,TB_RULE_ENGINE,system)-9] INFO  o.t.s.s.q.r.TbRuleEngineQueueConsumerManager - [56c871f0-f9f7-11ef-a087-d5dfd40a9d59] Failed to process message: TbMsg(queueName=Main, id=967c7375-14bc-46dc-93b7-4f03c2eef0ac, ts=1741289489971, type=INACTIVITY_EVENT, internalType=INACTIVITY_EVENT, originator=7acbb1b0-f9f8-11ef-a321-6b0029c7b9bb, customerId=null, metaData=TbMsgMetaData(data={deviceType=default, scope=SERVER_SCOPE, deviceLabel=, deviceName=Culture Imager}), dataType=JSON, data={"active":false,"lastConnectTime":1741205071296,"lastActivityTime":1741205073304,"lastDisconnectTime":1741205073314,"lastInactivityAlarmTime":1741289489703,"inactivityTimeout":600000}, ruleChainId=null, ruleNodeId=null, correlationId=null, partition=null, ctx=org.thingsboard.server.common.msg.TbMsgProcessingCtx@242297c9, callback=org.thingsboard.server.common.msg.queue.TbMsgCallback$1@1326172), Last Rule Node: [RuleChain: Culture Imager Rule Chain|RuleNode: Save Timeseries(c2d741a0-f9f7-11ef-a321-6b0029c7b9bb)]
2025-03-06 19:31:30,885 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS] queueSize [0] totalAdded [7] totalSaved [7] totalFailed [0]
2025-03-06 19:31:30,909 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS Latest] queueSize [0] totalAdded [7] totalSaved [7] totalFailed [0]
2025-03-06 19:31:37,968 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [Events] queueSize [0] totalAdded [1] totalSaved [1] totalFailed [0]
2025-03-06 19:31:37,969 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [Events] queueSize [0] totalAdded [3] totalSaved [3] totalFailed [0]
2025-03-06 19:31:37,970 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [Events] queueSize [0] totalAdded [5] totalSaved [5] totalFailed [0]
2025-03-06 19:31:40,882 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2025-03-06 19:31:40,883 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2025-03-06 19:31:40,907 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2025-03-06 19:31:40,908 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2025-03-06 19:32:29,174 [TB-Scheduling-5] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - Total timing statistics below:
2025-03-06 19:32:29,177 [TB-Scheduling-5] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - [56c871f0-f9f7-11ef-a087-d5dfd40a9d59]: calls: 27, failures: 0, exec time: 1327 
2025-03-06 19:32:29,178 [TB-Scheduling-5] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - [56c871f0-f9f7-11ef-a087-d5dfd40a9d59] Top 3 methods by timing:
2025-03-06 19:32:29,178 [TB-Scheduling-5] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - [56c871f0-f9f7-11ef-a087-d5dfd40a9d59]: method: JpaAbstractDao.findById(..), calls: 20, failures: 0, exec time: 674
2025-03-06 19:32:29,179 [TB-Scheduling-5] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - [56c871f0-f9f7-11ef-a087-d5dfd40a9d59]: method: JpaApiUsageStateDao.findApiUsageStateByEntityId(..), calls: 2, failures: 0, exec time: 365
2025-03-06 19:32:29,179 [TB-Scheduling-5] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - [56c871f0-f9f7-11ef-a087-d5dfd40a9d59]: method: JpaNotificationRuleDao.findByTenantIdAndTriggerTypeAndEnabled(..), calls: 2, failures: 0, exec time: 153
2025-03-06 19:32:29,180 [TB-Scheduling-8] INFO  o.t.s.c.t.s.DefaultTransportService - Transport Stats: openConnections [0]
2025-03-06 19:32:29,181 [TB-Scheduling-8] INFO  o.t.s.s.queue.TbCoreConsumerStats - Core Stats: totalMsgs = [1] sessionEvents = [0] getAttr = [0] subToAttr = [0] subToRpc = [0] toDevRpc = [0] subInfo = [0] claimDevice = [0] deviceState = [0] subMsgs = [0] deviceConnect = [0] deviceActivity = [0] deviceDisconnect = [0] deviceInactivity = [0] coreNfOther = [1] coreNfCompLfcl = [0] coreNfDevRpcRsp = [0] coreNfNfRlProc = [0] coreNfQueueUpd = [0] coreNfQueueDel = [0] coreNfSubSvc = [0] coreNfSubMgr = [0] coreNfVCRsp = [0] 
2025-03-06 19:32:29,182 [TB-Scheduling-2] INFO  o.t.s.s.q.TbRuleEngineConsumerStats - [Main] Stats: totalMsgs = [1] successfulMsgs = [0] timeoutMsgs = [0] failedMsgs = [1] tmpTimeout = [0] tmpFailed = [0] successfulIterations = [0] failedIterations = [1] 
2025-03-06 19:32:30,880 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS] queueSize [0] totalAdded [7] totalSaved [7] totalFailed [0]
2025-03-06 19:32:30,906 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS Latest] queueSize [0] totalAdded [7] totalSaved [7] totalFailed [0]
2025-03-06 19:32:40,879 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS] queueSize [0] totalAdded [9] totalSaved [9] totalFailed [0]
2025-03-06 19:32:40,880 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2025-03-06 19:32:40,904 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS Latest] queueSize [0] totalAdded [9] totalSaved [9] totalFailed [0]
2025-03-06 19:32:40,905 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2025-03-06 19:32:49,958 [tb-rule-engine-consumer-60-thread-7 | QK(Main,TB_RULE_ENGINE,system)-9] INFO  o.t.s.s.q.r.TbRuleEngineQueueConsumerManager - [QK(Main,TB_RULE_ENGINE,system)] Failed to process [2] messages
2025-03-06 19:32:49,959 [tb-rule-engine-consumer-60-thread-7 | QK(Main,TB_RULE_ENGINE,system)-9] INFO  o.t.s.s.q.r.TbRuleEngineQueueConsumerManager - [56c871f0-f9f7-11ef-a087-d5dfd40a9d59] Failed to process message: TbMsg(queueName=Main, id=f3b350fd-c38a-4620-92ad-7359d9750910, ts=1741289569423, type=ACTIVITY_EVENT, internalType=ACTIVITY_EVENT, originator=7acbb1b0-f9f8-11ef-a321-6b0029c7b9bb, customerId=null, metaData=TbMsgMetaData(data={deviceType=default, scope=SERVER_SCOPE, deviceLabel=, deviceName=Culture Imager}), dataType=JSON, data={"active":true,"lastConnectTime":1741289569418,"lastActivityTime":1741289569421,"lastDisconnectTime":1741205073314,"lastInactivityAlarmTime":1741289489703,"inactivityTimeout":600000}, ruleChainId=null, ruleNodeId=null, correlationId=null, partition=null, ctx=org.thingsboard.server.common.msg.TbMsgProcessingCtx@86c9aa3, callback=org.thingsboard.server.common.msg.queue.TbMsgCallback$1@1326172), Last Rule Node: [RuleChain: Culture Imager Rule Chain|RuleNode: Save Timeseries(c2d741a0-f9f7-11ef-a321-6b0029c7b9bb)]
2025-03-06 19:32:49,964 [tb-rule-engine-consumer-60-thread-7 | QK(Main,TB_RULE_ENGINE,system)-9] INFO  o.t.s.s.q.r.TbRuleEngineQueueConsumerManager - [QK(Main,TB_RULE_ENGINE,system)] Failed to process [1] messages
2025-03-06 19:32:49,965 [tb-rule-engine-consumer-60-thread-7 | QK(Main,TB_RULE_ENGINE,system)-9] INFO  o.t.s.s.q.r.TbRuleEngineQueueConsumerManager - [56c871f0-f9f7-11ef-a087-d5dfd40a9d59] Failed to process message: TbMsg(queueName=Main, id=4ed72ef9-c721-40e8-ad90-8d702a681a09, ts=1741289569777, type=ALARM_CLEAR, internalType=ALARM_CLEAR, originator=7acbb1b0-f9f8-11ef-a321-6b0029c7b9bb, customerId=null, metaData=TbMsgMetaData(data={ruleNodeId=c2d87a20-f9f7-11ef-a321-6b0029c7b9bb}), dataType=JSON, data={"id":{"entityType":"ALARM","id":"d13a155b-c01d-48e9-89eb-777e97f25681"},"createdTime":1741205071415,"tenantId":{"entityType":"TENANT","id":"56c871f0-f9f7-11ef-a087-d5dfd40a9d59"},"customerId":null,"type":"Culture in Low Health","originator":{"entityType":"DEVICE","id":"7acbb1b0-f9f8-11ef-a321-6b0029c7b9bb"},"severity":"CRITICAL","acknowledged":false,"cleared":true,"assigneeId":null,"startTs":1741205071279,"endTs":1741205071279,"ackTs":0,"clearTs":1741289569680,"assignTs":0,"propagate":false,"propagateToOwner":false,"propagateToTenant":false,"propagateRelationTypes":[],"originatorName":"Culture Imager","originatorLabel":"Culture Imager","assignee":null,"name":"Culture in Low Health","status":"CLEARED_UNACK","details":{}}, ruleChainId=null, ruleNodeId=null, correlationId=null, partition=null, ctx=org.thingsboard.server.common.msg.TbMsgProcessingCtx@e79a69a, callback=org.thingsboard.server.common.msg.queue.TbMsgCallback$1@1326172), Last Rule Node: [RuleChain: Culture Imager Rule Chain|RuleNode: Save Timeseries(c2d741a0-f9f7-11ef-a321-6b0029c7b9bb)]
2025-03-06 19:32:50,024 [NotificationExecutorService-0-2] INFO  o.t.s.d.s.i.s.SqlPartitioningRepository - Saving partition 1741219200000-1741824000000 for table notification
2025-03-06 19:32:50,090 [NotificationExecutorService-0-2] INFO  o.t.s.s.n.DefaultNotificationCenter - [56c871f0-f9f7-11ef-a087-d5dfd40a9d59][ca2ca3d0-fac1-11ef-96fc-c74c41b01fd7] Notification request processing finished in 134 ms (sent: 1)
2025-03-06 19:32:50,577 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [Attributes] queueSize [0] totalAdded [3] totalSaved [3] totalFailed [0]
2025-03-06 19:32:50,878 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS] queueSize [0] totalAdded [6] totalSaved [6] totalFailed [0]
2025-03-06 19:32:50,904 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS Latest] queueSize [0] totalAdded [6] totalSaved [6] totalFailed [0]
2025-03-06 19:32:59,181 [TB-Scheduling-4] INFO  o.t.server.actors.ActorSystemContext - Rule Engine JS Invoke Stats: requests [3] responses [3] failures [0]
2025-03-06 19:33:00,577 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [Attributes] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2025-03-06 19:33:00,878 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS] queueSize [0] totalAdded [22] totalSaved [22] totalFailed [0]
2025-03-06 19:33:00,879 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS] queueSize [0] totalAdded [10] totalSaved [10] totalFailed [0]
2025-03-06 19:33:00,904 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS Latest] queueSize [0] totalAdded [22] totalSaved [22] totalFailed [0]
2025-03-06 19:33:00,905 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS Latest] queueSize [0] totalAdded [10] totalSaved [10] totalFailed [0]
2025-03-06 19:33:04,318 [NotificationExecutorService-0-2] INFO  o.t.s.s.n.DefaultNotificationCenter - [56c871f0-f9f7-11ef-a087-d5dfd40a9d59][d2be1740-fac1-11ef-96fc-c74c41b01fd7] Notification request processing finished in 6 ms (sent: 1)
2025-03-06 19:33:04,408 [tb-rule-engine-consumer-60-thread-7 | QK(Main,TB_RULE_ENGINE,system)-9] INFO  o.t.s.s.q.r.TbRuleEngineQueueConsumerManager - [QK(Main,TB_RULE_ENGINE,system)] Failed to process [1] messages
2025-03-06 19:33:04,408 [tb-rule-engine-consumer-60-thread-7 | QK(Main,TB_RULE_ENGINE,system)-9] INFO  o.t.s.s.q.r.TbRuleEngineQueueConsumerManager - [56c871f0-f9f7-11ef-a087-d5dfd40a9d59] Failed to process message: TbMsg(queueName=Main, id=d486c0ee-ae17-4ee2-9cbd-e44765c1b20c, ts=1741289584303, type=ENTITY_CREATED, internalType=ENTITY_CREATED, originator=7acbb1b0-f9f8-11ef-a321-6b0029c7b9bb, customerId=null, metaData=TbMsgMetaData(data={ruleNodeId=c2d82c00-f9f7-11ef-a321-6b0029c7b9bb}), dataType=JSON, data={"id":{"entityType":"ALARM","id":"63b887be-5cda-4c82-a378-bb27149d6017"},"createdTime":1741289584237,"tenantId":{"entityType":"TENANT","id":"56c871f0-f9f7-11ef-a087-d5dfd40a9d59"},"customerId":null,"type":"Culture in Low Health","originator":{"entityType":"DEVICE","id":"7acbb1b0-f9f8-11ef-a321-6b0029c7b9bb"},"severity":"CRITICAL","acknowledged":false,"cleared":false,"assigneeId":null,"startTs":1741289584163,"endTs":1741289584163,"ackTs":0,"clearTs":0,"assignTs":0,"propagate":false,"propagateToOwner":false,"propagateToTenant":false,"propagateRelationTypes":[],"originatorName":"Culture Imager","originatorLabel":"Culture Imager","assignee":null,"name":"Culture in Low Health","status":"ACTIVE_UNACK","details":{}}, ruleChainId=null, ruleNodeId=null, correlationId=null, partition=null, ctx=org.thingsboard.server.common.msg.TbMsgProcessingCtx@774d6b91, callback=org.thingsboard.server.common.msg.queue.TbMsgCallback$1@1326172), Last Rule Node: [RuleChain: Culture Imager Rule Chain|RuleNode: Save Timeseries(c2d741a0-f9f7-11ef-a321-6b0029c7b9bb)]
2025-03-06 19:33:09,181 [TB-Scheduling-6] INFO  o.t.server.actors.ActorSystemContext - Rule Engine JS Invoke Stats: requests [3] responses [3] failures [0]
2025-03-06 19:33:09,239 [tb-rule-engine-consumer-60-thread-7 | QK(Main,TB_RULE_ENGINE,system)-9] INFO  o.t.s.s.q.r.TbRuleEngineQueueConsumerManager - [QK(Main,TB_RULE_ENGINE,system)] Failed to process [1] messages
2025-03-06 19:33:09,241 [tb-rule-engine-consumer-60-thread-7 | QK(Main,TB_RULE_ENGINE,system)-9] INFO  o.t.s.s.q.r.TbRuleEngineQueueConsumerManager - [56c871f0-f9f7-11ef-a087-d5dfd40a9d59] Failed to process message: TbMsg(queueName=Main, id=c134fb7c-7c97-40ea-8854-b760618fdf32, ts=1741289589217, type=DISCONNECT_EVENT, internalType=DISCONNECT_EVENT, originator=7acbb1b0-f9f8-11ef-a321-6b0029c7b9bb, customerId=null, metaData=TbMsgMetaData(data={deviceType=default, scope=SERVER_SCOPE, deviceLabel=, deviceName=Culture Imager}), dataType=JSON, data={"active":true,"lastConnectTime":1741289569418,"lastActivityTime":1741289584163,"lastDisconnectTime":1741289589214,"lastInactivityAlarmTime":1741289489703,"inactivityTimeout":600000}, ruleChainId=null, ruleNodeId=null, correlationId=null, partition=null, ctx=org.thingsboard.server.common.msg.TbMsgProcessingCtx@559f34eb, callback=org.thingsboard.server.common.msg.queue.TbMsgCallback$1@1326172), Last Rule Node: [RuleChain: Culture Imager Rule Chain|RuleNode: Save Timeseries(c2d741a0-f9f7-11ef-a321-6b0029c7b9bb)]
2025-03-06 19:33:10,575 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [Attributes] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2025-03-06 19:33:10,877 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS] queueSize [0] totalAdded [16] totalSaved [16] totalFailed [0]
2025-03-06 19:33:10,878 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS] queueSize [0] totalAdded [10] totalSaved [10] totalFailed [0]
2025-03-06 19:33:10,902 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS Latest] queueSize [0] totalAdded [16] totalSaved [16] totalFailed [0]
2025-03-06 19:33:10,903 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS Latest] queueSize [0] totalAdded [10] totalSaved [10] totalFailed [0]
2025-03-06 19:33:20,575 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [Attributes] queueSize [0] totalAdded [1] totalSaved [1] totalFailed [0]
2025-03-06 19:33:20,877 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS] queueSize [0] totalAdded [12] totalSaved [12] totalFailed [0]
2025-03-06 19:33:20,877 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS] queueSize [0] totalAdded [12] totalSaved [12] totalFailed [0]
2025-03-06 19:33:20,902 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS Latest] queueSize [0] totalAdded [12] totalSaved [12] totalFailed [0]
2025-03-06 19:33:20,903 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS Latest] queueSize [0] totalAdded [12] totalSaved [12] totalFailed [0]
2025-03-06 19:33:29,177 [TB-Scheduling-1] INFO  o.t.s.s.queue.EdgeConsumerStats - Edge Stats: totalMsgs = [1] edgeNfs = [1] coreNfEdgeHPUpd = [0] coreNfEdgeUpd = [0] coreNfEdgeSyncReq = [0] coreNfEdgeSyncResp = [0] coreNfEdgeCompLfcl = [0] 
2025-03-06 19:33:29,177 [TB-Scheduling-7] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - Total timing statistics below:
2025-03-06 19:33:29,178 [TB-Scheduling-4] INFO  o.t.s.c.t.s.DefaultTransportService - Transport Stats: openConnections [0]
2025-03-06 19:33:29,178 [TB-Scheduling-2] INFO  o.t.s.s.queue.TbCoreConsumerStats - Core Stats: totalMsgs = [7] sessionEvents = [2] getAttr = [0] subToAttr = [0] subToRpc = [0] toDevRpc = [0] subInfo = [5] claimDevice = [0] deviceState = [0] subMsgs = [0] deviceConnect = [0] deviceActivity = [0] deviceDisconnect = [0] deviceInactivity = [0] coreNfOther = [0] coreNfCompLfcl = [0] coreNfDevRpcRsp = [0] coreNfNfRlProc = [0] coreNfQueueUpd = [0] coreNfQueueDel = [0] coreNfSubSvc = [0] coreNfSubMgr = [0] coreNfVCRsp = [0] 
2025-03-06 19:33:29,179 [TB-Scheduling-7] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - [56c871f0-f9f7-11ef-a087-d5dfd40a9d59]: calls: 28, failures: 0, exec time: 785 
2025-03-06 19:33:29,181 [TB-Scheduling-7] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - [56c871f0-f9f7-11ef-a087-d5dfd40a9d59] Top 3 methods by timing:
2025-03-06 19:33:29,181 [TB-Scheduling-7] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - [56c871f0-f9f7-11ef-a087-d5dfd40a9d59]: method: JpaAlarmDao.findLatestActiveByOriginatorAndType(..), calls: 4, failures: 0, exec time: 184
2025-03-06 19:33:29,181 [TB-Scheduling-7] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - [56c871f0-f9f7-11ef-a087-d5dfd40a9d59]: method: JpaAbstractDao.findById(..), calls: 4, failures: 0, exec time: 112
2025-03-06 19:33:29,182 [TB-Scheduling-7] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - [56c871f0-f9f7-11ef-a087-d5dfd40a9d59]: method: JpaAlarmDao.clearAlarm(..), calls: 1, failures: 0, exec time: 86
2025-03-06 19:33:29,263 [TB-Scheduling-6] INFO  o.t.s.s.q.TbRuleEngineConsumerStats - [Main] Stats: totalMsgs = [15] successfulMsgs = [10] timeoutMsgs = [0] failedMsgs = [5] tmpTimeout = [0] tmpFailed = [0] successfulIterations = [6] failedIterations = [4] 
2025-03-06 19:33:30,877 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS] queueSize [0] totalAdded [7] totalSaved [7] totalFailed [0]
2025-03-06 19:33:30,902 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS Latest] queueSize [0] totalAdded [7] totalSaved [7] totalFailed [0]
2025-03-06 19:33:40,875 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS] queueSize [0] totalAdded [9] totalSaved [9] totalFailed [0]
2025-03-06 19:33:40,876 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2025-03-06 19:33:40,901 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS Latest] queueSize [0] totalAdded [9] totalSaved [9] totalFailed [0]
2025-03-06 19:33:40,902 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2025-03-06 19:34:29,177 [TB-Scheduling-6] INFO  o.t.s.c.t.s.DefaultTransportService - Transport Stats: openConnections [0]
2025-03-06 19:34:40,873 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS] queueSize [0] totalAdded [9] totalSaved [9] totalFailed [0]
2025-03-06 19:34:40,873 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2025-03-06 19:34:40,898 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS Latest] queueSize [0] totalAdded [9] totalSaved [9] totalFailed [0]
2025-03-06 19:34:40,898 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2025-03-06 19:35:29,176 [TB-Scheduling-8] INFO  o.t.s.c.t.s.DefaultTransportService - Transport Stats: openConnections [0]
2025-03-06 19:35:40,869 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS] queueSize [0] totalAdded [9] totalSaved [9] totalFailed [0]
2025-03-06 19:35:40,871 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2025-03-06 19:35:40,895 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS Latest] queueSize [0] totalAdded [9] totalSaved [9] totalFailed [0]
2025-03-06 19:35:40,895 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2025-03-06 19:36:29,175 [TB-Scheduling-3] INFO  o.t.s.c.t.s.DefaultTransportService - Transport Stats: openConnections [0]
